,criteria,internal_noise_sigma,prob_interval1,prob_agreement
4405,-2.85,3.1,0.73315,0.63046
4406,-2.85,3.15,0.72709,0.6235
4407,-2.85,3.2,0.72663,0.62686
4408,-2.85,3.25,0.72313,0.62202
4409,-2.85,3.3,0.7181500000000001,0.6135
4410,-2.85,3.35,0.71758,0.61412
4411,-2.85,3.4,0.7155199999999999,0.6144
4412,-2.85,3.45,0.71166,0.60804
4413,-2.85,3.5,0.71204,0.6058
4414,-2.85,3.55,0.7098,0.60696
4415,-2.85,3.6,0.70593,0.59858
4416,-2.85,3.65,0.70513,0.59954
4417,-2.85,3.7,0.70235,0.59954
4418,-2.85,3.75,0.69767,0.59566
4419,-2.85,3.8,0.69585,0.59482
4420,-2.85,3.85,0.69364,0.59224
4421,-2.85,3.9,0.69102,0.58984
4422,-2.85,3.95,0.69191,0.58534
4423,-2.85,4.0,0.68699,0.59134
4424,-2.85,4.05,0.68633,0.58654
4425,-2.85,4.1,0.68465,0.57998
4426,-2.85,4.15,0.6825300000000001,0.58294
4427,-2.85,4.2,0.68111,0.5779
4428,-2.85,4.25,0.6755500000000001,0.57922
4429,-2.85,4.3,0.67623,0.57782
4430,-2.85,4.35,0.67354,0.57356
4431,-2.85,4.4,0.67245,0.57102
4432,-2.85,4.45,0.6697299999999999,0.56854
4433,-2.85,4.5,0.66622,0.57056
4434,-2.85,4.55,0.6685300000000001,0.56854
4435,-2.85,4.6,0.66859,0.56282
4436,-2.85,4.65,0.66501,0.56538
4437,-2.85,4.7,0.66274,0.56304
4438,-2.85,4.75,0.6618999999999999,0.56316
4439,-2.85,4.8,0.65774,0.56292
4440,-2.85,4.85,0.66025,0.56134
4441,-2.85,4.9,0.65672,0.55796
4442,-2.85,4.95,0.65612,0.55832
4443,-2.85,5.0,0.65188,0.55808
4444,-2.8,0.0,0.97738,1.0
4445,-2.8,0.05,0.97628,0.99676
4446,-2.8,0.1,0.97566,0.99332
4447,-2.8,0.15,0.97403,0.98998
4448,-2.8,0.2,0.97366,0.98632
4449,-2.8,0.25,0.97193,0.98214
4450,-2.8,0.3,0.97185,0.98054
4451,-2.8,0.35,0.96821,0.9741
4452,-2.8,0.4,0.96732,0.9702
4453,-2.8,0.45,0.96401,0.96482
4454,-2.8,0.5,0.9617199999999999,0.95956
4455,-2.8,0.55,0.95911,0.95454
4456,-2.8,0.6,0.9551799999999999,0.9484
4457,-2.8,0.65,0.9517599999999999,0.94144
4458,-2.8,0.7,0.94801,0.93462
4459,-2.8,0.75,0.94181,0.92534
4460,-2.8,0.8,0.93858,0.92016
4461,-2.8,0.85,0.93469,0.9125
4462,-2.8,0.9,0.93028,0.90428
4463,-2.8,0.95,0.92362,0.89364
4464,-2.8,1.0,0.9188099999999999,0.8873
4465,-2.8,1.05,0.91354,0.87884
4466,-2.8,1.1,0.90926,0.86948
4467,-2.8,1.15,0.9014599999999999,0.85988
4468,-2.8,1.2,0.89642,0.8498
4469,-2.8,1.25,0.89173,0.84318
4470,-2.8,1.3,0.88725,0.83398
4471,-2.8,1.35,0.8789199999999999,0.82488
4472,-2.8,1.4,0.87557,0.81586
4473,-2.8,1.45,0.86931,0.80686
4474,-2.8,1.5,0.8658,0.80136
4475,-2.8,1.55,0.85927,0.79182
4476,-2.8,1.6,0.8516900000000001,0.78198
4477,-2.8,1.65,0.84538,0.77684
4478,-2.8,1.7,0.84195,0.76962
4479,-2.8,1.75,0.8392900000000001,0.7603
4480,-2.8,1.8,0.83178,0.75472
4481,-2.8,1.85,0.8249500000000001,0.74462
4482,-2.8,1.9,0.81995,0.73606
4483,-2.8,1.95,0.8189500000000001,0.73478
4484,-2.8,2.0,0.81097,0.7247
4485,-2.8,2.05,0.80606,0.7158
4486,-2.8,2.1,0.80008,0.7098
4487,-2.8,2.15,0.79688,0.70608
4488,-2.8,2.2,0.79121,0.6985
4489,-2.8,2.25,0.79027,0.69502
4490,-2.8,2.3,0.78577,0.69134
4491,-2.8,2.35,0.7794399999999999,0.68464
4492,-2.8,2.4,0.77666,0.68292
4493,-2.8,2.45,0.77504,0.67664
4494,-2.8,2.5,0.76766,0.67376
4495,-2.8,2.55,0.76449,0.66418
4496,-2.8,2.6,0.7613,0.6614
4497,-2.8,2.65,0.75684,0.65968
4498,-2.8,2.7,0.75335,0.65402
4499,-2.8,2.75,0.75112,0.6472
4500,-2.8,2.8,0.74655,0.64726
4501,-2.8,2.85,0.7447900000000001,0.6417
4502,-2.8,2.9,0.74059,0.6419
4503,-2.8,2.95,0.7393700000000001,0.63486
4504,-2.8,3.0,0.7345999999999999,0.63188
4505,-2.8,3.05,0.73253,0.62802
4506,-2.8,3.1,0.72879,0.62846
4507,-2.8,3.15,0.7279,0.62552
4508,-2.8,3.2,0.72359,0.62206
4509,-2.8,3.25,0.71991,0.61582
4510,-2.8,3.3,0.71671,0.61546
4511,-2.8,3.35,0.71597,0.6113
4512,-2.8,3.4,0.71183,0.61038
4513,-2.8,3.45,0.7123900000000001,0.61002
4514,-2.8,3.5,0.70531,0.60146
4515,-2.8,3.55,0.7054400000000001,0.60212
4516,-2.8,3.6,0.70149,0.60026
4517,-2.8,3.65,0.69957,0.59866
4518,-2.8,3.7,0.69817,0.59566
4519,-2.8,3.75,0.6967000000000001,0.5916
4520,-2.8,3.8,0.6937,0.59276
4521,-2.8,3.85,0.69183,0.58866
4522,-2.8,3.9,0.6894,0.58764
4523,-2.8,3.95,0.6852199999999999,0.58764
4524,-2.8,4.0,0.68382,0.57984
4525,-2.8,4.05,0.6815,0.57924
4526,-2.8,4.1,0.6807099999999999,0.5827
4527,-2.8,4.15,0.68018,0.57772
4528,-2.8,4.2,0.6758599999999999,0.57608
4529,-2.8,4.25,0.67502,0.57656
4530,-2.8,4.3,0.6716599999999999,0.57308
4531,-2.8,4.35,0.67001,0.5689
4532,-2.8,4.4,0.6687399999999999,0.57144
4533,-2.8,4.45,0.66926,0.5708
4534,-2.8,4.5,0.6667000000000001,0.56796
4535,-2.8,4.55,0.66465,0.56562
4536,-2.8,4.6,0.66072,0.56324
4537,-2.8,4.65,0.66147,0.56494
4538,-2.8,4.7,0.6599999999999999,0.566
4539,-2.8,4.75,0.6586000000000001,0.56052
4540,-2.8,4.8,0.65837,0.56194
4541,-2.8,4.85,0.65482,0.56336
4542,-2.8,4.9,0.65447,0.56014
4543,-2.8,4.95,0.6540699999999999,0.55718
4544,-2.8,5.0,0.6527000000000001,0.55984
4545,-2.75,0.0,0.97542,1.0
4546,-2.75,0.05,0.9735100000000001,0.99662
4547,-2.75,0.1,0.97308,0.993
4548,-2.75,0.15,0.97145,0.99018
4549,-2.75,0.2,0.97217,0.98534
4550,-2.75,0.25,0.97043,0.98174
4551,-2.75,0.3,0.9681500000000001,0.97658
4552,-2.75,0.35,0.9678,0.97368
4553,-2.75,0.4,0.9645600000000001,0.9672
4554,-2.75,0.45,0.96145,0.96294
4555,-2.75,0.5,0.9563999999999999,0.95672
4556,-2.75,0.55,0.95596,0.95176
4557,-2.75,0.6,0.95274,0.9434
4558,-2.75,0.65,0.94745,0.93594
4559,-2.75,0.7,0.94408,0.93172
4560,-2.75,0.75,0.93962,0.92284
4561,-2.75,0.8,0.93387,0.91442
4562,-2.75,0.85,0.9306,0.90684
4563,-2.75,0.9,0.92426,0.89708
4564,-2.75,0.95,0.92227,0.89226
4565,-2.75,1.0,0.91557,0.88222
4566,-2.75,1.05,0.90932,0.87344
4567,-2.75,1.1,0.9036299999999999,0.86294
4568,-2.75,1.15,0.90084,0.85712
4569,-2.75,1.2,0.89517,0.8473
4570,-2.75,1.25,0.8873599999999999,0.83708
4571,-2.75,1.3,0.88169,0.82878
4572,-2.75,1.35,0.87714,0.82188
4573,-2.75,1.4,0.87166,0.81416
4574,-2.75,1.45,0.86498,0.8034
4575,-2.75,1.5,0.85861,0.79354
4576,-2.75,1.55,0.8546,0.78916
4577,-2.75,1.6,0.85063,0.77894
4578,-2.75,1.65,0.84389,0.77242
4579,-2.75,1.7,0.83999,0.76562
4580,-2.75,1.75,0.83248,0.75392
4581,-2.75,1.8,0.82795,0.75142
4582,-2.75,1.85,0.82264,0.73908
4583,-2.75,1.9,0.81984,0.7366
4584,-2.75,1.95,0.8101700000000001,0.72522
4585,-2.75,2.0,0.8061499999999999,0.71946
4586,-2.75,2.05,0.80379,0.71462
4587,-2.75,2.1,0.7999700000000001,0.70818
4588,-2.75,2.15,0.79539,0.7017
4589,-2.75,2.2,0.7903199999999999,0.6976
4590,-2.75,2.25,0.78418,0.68992
4591,-2.75,2.3,0.78062,0.6842
4592,-2.75,2.35,0.7782899999999999,0.6807
4593,-2.75,2.4,0.77684,0.679
4594,-2.75,2.45,0.76854,0.67364
4595,-2.75,2.5,0.76185,0.6633
4596,-2.75,2.55,0.76118,0.6618
4597,-2.75,2.6,0.7568900000000001,0.65678
4598,-2.75,2.65,0.7554799999999999,0.65884
4599,-2.75,2.7,0.7521599999999999,0.65156
4600,-2.75,2.75,0.7447699999999999,0.6461
4601,-2.75,2.8,0.74149,0.6401
4602,-2.75,2.85,0.73692,0.63652
4603,-2.75,2.9,0.73914,0.63716
4604,-2.75,2.95,0.7330000000000001,0.62952
4605,-2.75,3.0,0.7287600000000001,0.6274
4606,-2.75,3.05,0.72646,0.62444
4607,-2.75,3.1,0.72356,0.62368
4608,-2.75,3.15,0.7236499999999999,0.61942
4609,-2.75,3.2,0.72053,0.62154
4610,-2.75,3.25,0.7142299999999999,0.60906
4611,-2.75,3.3,0.7146699999999999,0.61322
4612,-2.75,3.35,0.71094,0.6086
4613,-2.75,3.4,0.7083299999999999,0.6049
4614,-2.75,3.45,0.70425,0.60234
4615,-2.75,3.5,0.70243,0.59886
4616,-2.75,3.55,0.70173,0.59882
4617,-2.75,3.6,0.69628,0.59532
4618,-2.75,3.65,0.69472,0.59136
4619,-2.75,3.7,0.69459,0.59266
4620,-2.75,3.75,0.6913100000000001,0.59402
4621,-2.75,3.8,0.69295,0.5891
4622,-2.75,3.85,0.6865600000000001,0.58892
4623,-2.75,3.9,0.68698,0.58608
4624,-2.75,3.95,0.68338,0.58376
4625,-2.75,4.0,0.67673,0.57634
4626,-2.75,4.05,0.68251,0.58354
4627,-2.75,4.1,0.67807,0.57662
4628,-2.75,4.15,0.67479,0.57578
4629,-2.75,4.2,0.6723399999999999,0.5744
4630,-2.75,4.25,0.6724600000000001,0.57176
4631,-2.75,4.3,0.67085,0.57102
4632,-2.75,4.35,0.66764,0.56892
4633,-2.75,4.4,0.66745,0.56618
4634,-2.75,4.45,0.66459,0.56474
4635,-2.75,4.5,0.6636599999999999,0.5654
4636,-2.75,4.55,0.66284,0.56408
4637,-2.75,4.6,0.65818,0.5588
4638,-2.75,4.65,0.66246,0.5642
4639,-2.75,4.7,0.65839,0.56126
4640,-2.75,4.75,0.65728,0.5608
4641,-2.75,4.8,0.65493,0.55794
4642,-2.75,4.85,0.65137,0.5549
4643,-2.75,4.9,0.65176,0.55712
4644,-2.75,4.95,0.65268,0.55812
4645,-2.75,5.0,0.6473899999999999,0.5565
4646,-2.7,0.0,0.97198,1.0
4647,-2.7,0.05,0.9721,0.99632
4648,-2.7,0.1,0.97116,0.99304
4649,-2.7,0.15,0.96948,0.98904
4650,-2.7,0.2,0.9700500000000001,0.98522
4651,-2.7,0.25,0.9674499999999999,0.9807
4652,-2.7,0.3,0.96485,0.97666
4653,-2.7,0.35,0.96332,0.9714
4654,-2.7,0.4,0.96048,0.96504
4655,-2.7,0.45,0.95926,0.96104
4656,-2.7,0.5,0.95657,0.95554
4657,-2.7,0.55,0.95362,0.94984
4658,-2.7,0.6,0.9493,0.94016
4659,-2.7,0.65,0.94614,0.93268
4660,-2.7,0.7,0.9401999999999999,0.92788
4661,-2.7,0.75,0.93706,0.9208
4662,-2.7,0.8,0.9319500000000001,0.91226
4663,-2.7,0.85,0.9271400000000001,0.9032
4664,-2.7,0.9,0.9234100000000001,0.89618
4665,-2.7,0.95,0.91723,0.88522
4666,-2.7,1.0,0.91202,0.8786
4667,-2.7,1.05,0.90421,0.86542
4668,-2.7,1.1,0.9028,0.8612
4669,-2.7,1.15,0.8935299999999999,0.8489
4670,-2.7,1.2,0.88777,0.83958
4671,-2.7,1.25,0.88402,0.83192
4672,-2.7,1.3,0.87674,0.82444
4673,-2.7,1.35,0.86948,0.81136
4674,-2.7,1.4,0.8652599999999999,0.8058
4675,-2.7,1.45,0.8607899999999999,0.79774
4676,-2.7,1.5,0.85656,0.79116
4677,-2.7,1.55,0.85075,0.7843
4678,-2.7,1.6,0.84287,0.77122
4679,-2.7,1.65,0.83613,0.76282
4680,-2.7,1.7,0.83369,0.7565
4681,-2.7,1.75,0.82927,0.7521
4682,-2.7,1.8,0.82163,0.73926
4683,-2.7,1.85,0.81969,0.73742
4684,-2.7,1.9,0.8130200000000001,0.72908
4685,-2.7,1.95,0.80766,0.72388
4686,-2.7,2.0,0.80215,0.71486
4687,-2.7,2.05,0.79976,0.71116
4688,-2.7,2.1,0.79454,0.7062
4689,-2.7,2.15,0.7888900000000001,0.69758
4690,-2.7,2.2,0.78374,0.69416
4691,-2.7,2.25,0.77936,0.68592
4692,-2.7,2.3,0.7763599999999999,0.6814
4693,-2.7,2.35,0.77364,0.67768
4694,-2.7,2.4,0.76786,0.67192
4695,-2.7,2.45,0.76433,0.66598
4696,-2.7,2.5,0.7581800000000001,0.66364
4697,-2.7,2.55,0.75692,0.65768
4698,-2.7,2.6,0.7533799999999999,0.65736
4699,-2.7,2.65,0.74964,0.64824
4700,-2.7,2.7,0.74534,0.64268
4701,-2.7,2.75,0.74509,0.64486
4702,-2.7,2.8,0.73831,0.64018
4703,-2.7,2.85,0.73565,0.63314
4704,-2.7,2.9,0.73429,0.63198
4705,-2.7,2.95,0.72818,0.62908
4706,-2.7,3.0,0.72603,0.62346
4707,-2.7,3.05,0.7204699999999999,0.61538
4708,-2.7,3.1,0.7218,0.61824
4709,-2.7,3.15,0.71809,0.62086
4710,-2.7,3.2,0.71564,0.61356
4711,-2.7,3.25,0.71407,0.61018
4712,-2.7,3.3,0.71392,0.60696
4713,-2.7,3.35,0.70676,0.6028
4714,-2.7,3.4,0.70566,0.60128
4715,-2.7,3.45,0.70165,0.6021
4716,-2.7,3.5,0.70042,0.60132
4717,-2.7,3.55,0.69842,0.59604
4718,-2.7,3.6,0.69442,0.59324
4719,-2.7,3.65,0.6925,0.59352
4720,-2.7,3.7,0.6913199999999999,0.58732
4721,-2.7,3.75,0.6880299999999999,0.58918
4722,-2.7,3.8,0.68553,0.58414
4723,-2.7,3.85,0.68601,0.58594
4724,-2.7,3.9,0.68304,0.58376
4725,-2.7,3.95,0.6822900000000001,0.58526
4726,-2.7,4.0,0.67746,0.57872
4727,-2.7,4.05,0.6768700000000001,0.57382
4728,-2.7,4.1,0.6751,0.5772
4729,-2.7,4.15,0.67489,0.5751
4730,-2.7,4.2,0.67279,0.5749
4731,-2.7,4.25,0.66926,0.5732
4732,-2.7,4.3,0.6688099999999999,0.5707
4733,-2.7,4.35,0.6615,0.56772
4734,-2.7,4.4,0.66223,0.56426
4735,-2.7,4.45,0.6625399999999999,0.5672
4736,-2.7,4.5,0.6628799999999999,0.56356
4737,-2.7,4.55,0.66002,0.56168
4738,-2.7,4.6,0.65891,0.56342
4739,-2.7,4.65,0.65476,0.5602
4740,-2.7,4.7,0.65466,0.5556
4741,-2.7,4.75,0.6537,0.55952
4742,-2.7,4.8,0.6517,0.55252
4743,-2.7,4.85,0.65412,0.55804
4744,-2.7,4.9,0.64673,0.55634
4745,-2.7,4.95,0.64819,0.56142
4746,-2.7,5.0,0.64494,0.5494
4747,-2.65,0.0,0.96854,1.0
4748,-2.65,0.05,0.97008,0.99588
4749,-2.65,0.1,0.9692799999999999,0.99256
4750,-2.65,0.15,0.96809,0.9881
4751,-2.65,0.2,0.96817,0.98318
4752,-2.65,0.25,0.9641299999999999,0.97874
4753,-2.65,0.3,0.9636199999999999,0.97568
4754,-2.65,0.35,0.96193,0.96878
4755,-2.65,0.4,0.95916,0.96432
4756,-2.65,0.45,0.9554100000000001,0.95826
4757,-2.65,0.5,0.9523900000000001,0.95178
4758,-2.65,0.55,0.95058,0.94696
4759,-2.65,0.6,0.9461999999999999,0.93948
4760,-2.65,0.65,0.9414800000000001,0.92964
4761,-2.65,0.7,0.93672,0.92216
4762,-2.65,0.75,0.93268,0.91524
4763,-2.65,0.8,0.9287000000000001,0.90724
4764,-2.65,0.85,0.9241999999999999,0.89988
4765,-2.65,0.9,0.9171199999999999,0.88936
4766,-2.65,0.95,0.9138200000000001,0.884
4767,-2.65,1.0,0.90804,0.87392
4768,-2.65,1.05,0.9024300000000001,0.86358
4769,-2.65,1.1,0.89604,0.85456
4770,-2.65,1.15,0.89003,0.84498
4771,-2.65,1.2,0.8850899999999999,0.8367
4772,-2.65,1.25,0.87785,0.82758
4773,-2.65,1.3,0.8728400000000001,0.81796
4774,-2.65,1.35,0.86827,0.81254
4775,-2.65,1.4,0.86138,0.80232
4776,-2.65,1.45,0.85599,0.79034
4777,-2.65,1.5,0.85178,0.78524
4778,-2.65,1.55,0.84511,0.77726
4779,-2.65,1.6,0.8390599999999999,0.7682
4780,-2.65,1.65,0.8337600000000001,0.7606
4781,-2.65,1.7,0.82875,0.75374
4782,-2.65,1.75,0.82394,0.74788
4783,-2.65,1.8,0.81881,0.74038
4784,-2.65,1.85,0.81209,0.7297
4785,-2.65,1.9,0.80653,0.72334
4786,-2.65,1.95,0.80423,0.71794
4787,-2.65,2.0,0.79833,0.71094
4788,-2.65,2.05,0.79465,0.70498
4789,-2.65,2.1,0.79206,0.70268
4790,-2.65,2.15,0.78512,0.692
4791,-2.65,2.2,0.78135,0.68794
4792,-2.65,2.25,0.7781199999999999,0.68392
4793,-2.65,2.3,0.7727200000000001,0.68004
4794,-2.65,2.35,0.76728,0.67512
4795,-2.65,2.4,0.76398,0.66844
4796,-2.65,2.45,0.76318,0.66976
4797,-2.65,2.5,0.7543,0.657
4798,-2.65,2.55,0.75285,0.65302
4799,-2.65,2.6,0.7493000000000001,0.64696
4800,-2.65,2.65,0.74714,0.64724
4801,-2.65,2.7,0.7406999999999999,0.64052
4802,-2.65,2.75,0.73761,0.63686
4803,-2.65,2.8,0.73761,0.63642
4804,-2.65,2.85,0.7328600000000001,0.63084
4805,-2.65,2.9,0.73217,0.63534
4806,-2.65,2.95,0.72601,0.62726
4807,-2.65,3.0,0.72454,0.623
4808,-2.65,3.05,0.71812,0.615
4809,-2.65,3.1,0.71577,0.61418
4810,-2.65,3.15,0.71576,0.6148
4811,-2.65,3.2,0.7109099999999999,0.60878
4812,-2.65,3.25,0.70955,0.60674
4813,-2.65,3.3,0.7077,0.60816
4814,-2.65,3.35,0.70313,0.6057
4815,-2.65,3.4,0.7023299999999999,0.6021
4816,-2.65,3.45,0.69936,0.5998
4817,-2.65,3.5,0.69723,0.59626
4818,-2.65,3.55,0.69424,0.59032
4819,-2.65,3.6,0.69285,0.5933
4820,-2.65,3.65,0.6894199999999999,0.58872
4821,-2.65,3.7,0.68755,0.58574
4822,-2.65,3.75,0.68581,0.58922
4823,-2.65,3.8,0.6827300000000001,0.58754
4824,-2.65,3.85,0.68178,0.58288
4825,-2.65,3.9,0.6786399999999999,0.57972
4826,-2.65,3.95,0.67584,0.57624
4827,-2.65,4.0,0.6746000000000001,0.57624
4828,-2.65,4.05,0.6753899999999999,0.57858
4829,-2.65,4.1,0.6730499999999999,0.57674
4830,-2.65,4.15,0.6691499999999999,0.57378
4831,-2.65,4.2,0.6676899999999999,0.57118
4832,-2.65,4.25,0.66724,0.56972
4833,-2.65,4.3,0.66483,0.56702
4834,-2.65,4.35,0.6637,0.56716
4835,-2.65,4.4,0.66276,0.5604
4836,-2.65,4.45,0.66167,0.56422
4837,-2.65,4.5,0.6584,0.56364
4838,-2.65,4.55,0.65689,0.56022
4839,-2.65,4.6,0.6563,0.56564
4840,-2.65,4.65,0.65441,0.55946
4841,-2.65,4.7,0.65091,0.56026
4842,-2.65,4.75,0.6483,0.55368
4843,-2.65,4.8,0.6490100000000001,0.55538
4844,-2.65,4.85,0.6504399999999999,0.55788
4845,-2.65,4.9,0.64378,0.55292
4846,-2.65,4.95,0.6421,0.55152
4847,-2.65,5.0,0.64194,0.554
4848,-2.6,0.0,0.96708,1.0
4849,-2.6,0.05,0.9675,0.99592
4850,-2.6,0.1,0.9679800000000001,0.99168
4851,-2.6,0.15,0.96686,0.98816
4852,-2.6,0.2,0.96417,0.9825
4853,-2.6,0.25,0.9622299999999999,0.97842
4854,-2.6,0.3,0.96174,0.9722
4855,-2.6,0.35,0.95892,0.96792
4856,-2.6,0.4,0.95575,0.96266
4857,-2.6,0.45,0.9524900000000001,0.95582
4858,-2.6,0.5,0.9490000000000001,0.9496
4859,-2.6,0.55,0.9450099999999999,0.94206
4860,-2.6,0.6,0.94231,0.93558
4861,-2.6,0.65,0.93894,0.92888
4862,-2.6,0.7,0.9344600000000001,0.91924
4863,-2.6,0.75,0.9300299999999999,0.91202
4864,-2.6,0.8,0.9238999999999999,0.9046
4865,-2.6,0.85,0.9203300000000001,0.89654
4866,-2.6,0.9,0.9154899999999999,0.88714
4867,-2.6,0.95,0.90856,0.87664
4868,-2.6,1.0,0.90396,0.87004
4869,-2.6,1.05,0.89944,0.86012
4870,-2.6,1.1,0.88994,0.8496
4871,-2.6,1.15,0.88463,0.8423
4872,-2.6,1.2,0.88171,0.83586
4873,-2.6,1.25,0.87471,0.8231
4874,-2.6,1.3,0.8676200000000001,0.81168
4875,-2.6,1.35,0.86236,0.80672
4876,-2.6,1.4,0.85636,0.79632
4877,-2.6,1.45,0.84992,0.78508
4878,-2.6,1.5,0.84517,0.78038
4879,-2.6,1.55,0.8402400000000001,0.77088
4880,-2.6,1.6,0.83653,0.76538
4881,-2.6,1.65,0.83095,0.75842
4882,-2.6,1.7,0.82575,0.75302
4883,-2.6,1.75,0.81731,0.7383
4884,-2.6,1.8,0.81431,0.73426
4885,-2.6,1.85,0.80818,0.72724
4886,-2.6,1.9,0.8046899999999999,0.72258
4887,-2.6,1.95,0.79733,0.71018
4888,-2.6,2.0,0.7953399999999999,0.71012
4889,-2.6,2.05,0.78806,0.7006
4890,-2.6,2.1,0.78496,0.69216
4891,-2.6,2.15,0.78132,0.68976
4892,-2.6,2.2,0.77655,0.68814
4893,-2.6,2.25,0.77303,0.67998
4894,-2.6,2.3,0.76896,0.67616
4895,-2.6,2.35,0.76374,0.66748
4896,-2.6,2.4,0.7598199999999999,0.66148
4897,-2.6,2.45,0.75785,0.66334
4898,-2.6,2.5,0.7492,0.65444
4899,-2.6,2.55,0.74807,0.65206
4900,-2.6,2.6,0.7437499999999999,0.6475
4901,-2.6,2.65,0.74333,0.64458
4902,-2.6,2.7,0.73862,0.63996
4903,-2.6,2.75,0.73506,0.6384
4904,-2.6,2.8,0.73028,0.63308
4905,-2.6,2.85,0.72768,0.62632
4906,-2.6,2.9,0.7246699999999999,0.62174
4907,-2.6,2.95,0.7236400000000001,0.62404
4908,-2.6,3.0,0.72157,0.6221
4909,-2.6,3.05,0.7141299999999999,0.61466
4910,-2.6,3.1,0.7158500000000001,0.61542
4911,-2.6,3.15,0.7131700000000001,0.6133
4912,-2.6,3.2,0.70781,0.6065
4913,-2.6,3.25,0.7046300000000001,0.59994
4914,-2.6,3.3,0.7030799999999999,0.60444
4915,-2.6,3.35,0.7005399999999999,0.60284
4916,-2.6,3.4,0.6965600000000001,0.59616
4917,-2.6,3.45,0.6974100000000001,0.59954
4918,-2.6,3.5,0.69416,0.5902
4919,-2.6,3.55,0.69127,0.59214
4920,-2.6,3.6,0.68825,0.58958
4921,-2.6,3.65,0.6898599999999999,0.58772
4922,-2.6,3.7,0.6849700000000001,0.58742
4923,-2.6,3.75,0.68167,0.58186
4924,-2.6,3.8,0.67867,0.5791
4925,-2.6,3.85,0.67474,0.58
4926,-2.6,3.9,0.67521,0.57566
4927,-2.6,3.95,0.6738,0.57328
4928,-2.6,4.0,0.67418,0.57608
4929,-2.6,4.05,0.67035,0.57286
4930,-2.6,4.1,0.6728799999999999,0.57516
4931,-2.6,4.15,0.66764,0.57016
4932,-2.6,4.2,0.66866,0.57208
4933,-2.6,4.25,0.66347,0.56198
4934,-2.6,4.3,0.66272,0.5638
4935,-2.6,4.35,0.65958,0.5684
4936,-2.6,4.4,0.65787,0.56642
4937,-2.6,4.45,0.65591,0.5655
4938,-2.6,4.5,0.65343,0.56078
4939,-2.6,4.55,0.65381,0.55918
4940,-2.6,4.6,0.65142,0.55764
4941,-2.6,4.65,0.64886,0.55824
4942,-2.6,4.7,0.65093,0.5565
4943,-2.6,4.75,0.6471100000000001,0.55182
4944,-2.6,4.8,0.64968,0.55756
4945,-2.6,4.85,0.6466000000000001,0.55508
4946,-2.6,4.9,0.64384,0.55348
4947,-2.6,4.95,0.64169,0.55314
4948,-2.6,5.0,0.64032,0.54908
4949,-2.55,0.0,0.9644,1.0
4950,-2.55,0.05,0.96431,0.99518
4951,-2.55,0.1,0.96374,0.99092
4952,-2.55,0.15,0.96218,0.98616
4953,-2.55,0.2,0.96099,0.98066
4954,-2.55,0.25,0.9602299999999999,0.97598
4955,-2.55,0.3,0.95774,0.97168
4956,-2.55,0.35,0.95522,0.96568
4957,-2.55,0.4,0.95225,0.95858
4958,-2.55,0.45,0.94904,0.95332
4959,-2.55,0.5,0.9475199999999999,0.94872
4960,-2.55,0.55,0.94478,0.9408
4961,-2.55,0.6,0.93997,0.93314
4962,-2.55,0.65,0.9339500000000001,0.9245
4963,-2.55,0.7,0.9289799999999999,0.91504
4964,-2.55,0.75,0.92704,0.9098
4965,-2.55,0.8,0.9206300000000001,0.90062
4966,-2.55,0.85,0.91599,0.89078
4967,-2.55,0.9,0.91127,0.88286
4968,-2.55,0.95,0.90518,0.872
4969,-2.55,1.0,0.8975299999999999,0.86434
4970,-2.55,1.05,0.8924000000000001,0.85384
4971,-2.55,1.1,0.88794,0.8466
4972,-2.55,1.15,0.8805499999999999,0.83322
4973,-2.55,1.2,0.87608,0.82432
4974,-2.55,1.25,0.8718,0.81796
4975,-2.55,1.3,0.86236,0.8072
4976,-2.55,1.35,0.8575900000000001,0.79858
4977,-2.55,1.4,0.8543099999999999,0.79586
4978,-2.55,1.45,0.84466,0.78068
4979,-2.55,1.5,0.8438300000000001,0.77474
4980,-2.55,1.55,0.83396,0.76344
4981,-2.55,1.6,0.8316,0.76092
4982,-2.55,1.65,0.8245,0.7504
4983,-2.55,1.7,0.81963,0.7457
4984,-2.55,1.75,0.81501,0.73902
4985,-2.55,1.8,0.8091900000000001,0.7305
4986,-2.55,1.85,0.8029,0.721
4987,-2.55,1.9,0.79979,0.71782
4988,-2.55,1.95,0.79514,0.71296
4989,-2.55,2.0,0.7889600000000001,0.70136
4990,-2.55,2.05,0.78501,0.6985
4991,-2.55,2.1,0.77943,0.69278
4992,-2.55,2.15,0.77431,0.6829
4993,-2.55,2.2,0.77274,0.68344
4994,-2.55,2.25,0.7699400000000001,0.67688
4995,-2.55,2.3,0.7642,0.67016
4996,-2.55,2.35,0.7606999999999999,0.66428
4997,-2.55,2.4,0.7559,0.66276
4998,-2.55,2.45,0.74861,0.65462
4999,-2.55,2.5,0.7504,0.65424
5000,-2.55,2.55,0.74331,0.64594
5001,-2.55,2.6,0.74342,0.6468
5002,-2.55,2.65,0.73543,0.63846
5003,-2.55,2.7,0.73612,0.64004
5004,-2.55,2.75,0.73064,0.63448
5005,-2.55,2.8,0.72817,0.6287
5006,-2.55,2.85,0.7255400000000001,0.62176
5007,-2.55,2.9,0.72341,0.62526
5008,-2.55,2.95,0.72054,0.62012
5009,-2.55,3.0,0.71408,0.6158
5010,-2.55,3.05,0.71319,0.61362
